legacyId,companyId
94526,44551
94527,44552
94528,44553
94529,44554
94530,44554
94531,44555
94533,44555
94534,44556
94537,44557
98905,44558
94541,44559
94542,44559
94543,44559
94544,44560
94545,44561
94546,44561
94547,44561
94549,44562
94550,44563
94551,44564
94554,44566
94555,44566
94556,44566
94557,44567
94558,44567
94559,44567
94560,44567
94561,44567
94562,44568
94563,44568
94565,44568
103726,44568
94567,44569
94568,44569
94569,44569
94570,44570
94571,44570
94572,44571
94573,44571
94574,44571
94575,44571
103724,44571
94586,44572
94603,44572
94576,44572
94577,44572
94578,44572
94581,44573
94587,44573
94579,44573
103727,44573
103728,44573
94583,44574
94585,44574
94588,44574
103723,44574
94591,44576
94593,44576
94594,44576
104710,44576
104711,44576
94596,44577
94597,44577
94598,44577
94599,44578
104708,44578
104709,44578
94604,44579
94605,44579
94606,44579
94595,44580
94608,44580
94609,44580
103725,44580
104707,44580
94611,44581
94612,44581
94613,44581
94615,44583
94616,44583
104686,44583
94619,44584
94620,44584
94623,44586
94625,44586
94627,44586
106982,44586
95249,44602
95365,44602
95373,44602
95374,44602
95375,44602
95376,44602
95511,44602
95512,44602
95680,44602
99017,44602
110005,44602
110006,44602
110007,44602
96317,44602
96318,44602
94740,44636
94741,44636
95534,44639
110214,44642
95536,44643
105625,44643
105626,44643
95537,44644
106338,44644
94629,44647
94630,44647
106983,44647
94632,44649
94633,44649
94634,44650
94635,44651
94636,44651
94637,44653
94638,44653
94641,44655
94642,44655
94644,44657
94645,44657
94647,44657
94648,44657
94649,44657
94650,44657
94651,44657
94652,44657
94653,44657
94655,44657
94656,44657
94657,44657
94658,44657
94659,44657
94660,44657
94661,44657
94923,44657
106312,44657
106313,44657
106314,44657
106321,44657
106322,44657
106323,44657
95878,44657
111198,44657
111199,44657
111200,44657
111201,44657
111288,44657
111289,44657
111290,44657
111291,44657
111292,44657
111293,44657
111294,44657
111295,44657
111296,44657
111297,44657
94662,44661
94663,44661
111287,44661
95804,44663
110017,44663
95807,44664
106498,44664
94395,44666
94396,44666
94667,44667
94669,44667
94671,44667
94672,44667
94675,44667
94676,44667
101832,44667
101833,44667
101834,44667
101835,44667
101836,44667
106172,44667
106173,44667
106174,44667
106178,44667
106214,44667
106215,44667
101726,44667
101727,44667
101728,44667
101729,44667
101731,44667
101732,44667
101733,44667
101734,44667
101735,44667
101736,44667
101737,44667
101739,44667
101740,44667
101741,44667
101742,44667
101743,44667
101745,44667
101746,44667
101747,44667
101749,44667
101750,44667
101751,44667
101752,44667
101759,44667
101760,44667
101766,44667
101771,44667
101772,44667
101773,44667
109214,44667
109215,44667
109216,44667
109217,44667
109218,44667
110997,44667
110998,44667
110999,44667
94678,44670
112453,44670
112454,44670
112455,44670
112456,44670
112457,44670
112458,44670
112459,44670
112460,44670
112461,44670
112462,44670
112463,44670
94679,44671
106423,44673
112407,44673
112408,44673
112409,44673
112411,44673
112412,44673
112413,44673
112414,44673
112415,44673
112416,44673
112417,44673
112418,44673
94680,44674
94683,44676
112419,44676
112420,44676
112421,44676
112422,44676
112423,44676
112424,44676
112425,44676
112426,44676
112427,44676
112428,44676
112429,44676
112430,44676
94977,44677
109886,44677
109887,44677
109888,44677
109889,44677
109890,44677
109891,44677
109892,44677
109893,44677
109894,44677
109895,44677
109896,44677
109897,44677
94685,44678
112442,44678
112443,44678
112444,44678
112445,44678
112446,44678
112447,44678
112448,44678
112449,44678
112450,44678
112451,44678
112452,44678
94686,44679
