Type,LegacyUserID,LegacyUnitID,ResultTitle,SelfAssessmentDate,StartDate,EndDate,ExpiryDate,Where,Points,EndorsedDate,EndorsedStatus,Comments,Files
Achievements,101773,41336,Hygiene & Biosecurity Short Course,,08/12/2016,08/12/2016,08/12/2021,Poultec Training,,,,,
Achievements,101773,41338,Poultry Welfare Short Course,,07/12/2016,07/12/2016,07/12/2021,Poultec Training,,,,,
Achievements,101832,41335,Health & Safety Short Course,,14/11/2016,14/11/2016,14/11/2021,Poultec Training,,,,,
Achievements,101832,41338,Poultry Welfare Short Course,,07/12/2016,07/12/2016,07/12/2021,Poultec Training,,,,,
Achievements,101833,41335,Health & Safety Short Course,,15/11/2016,15/11/2016,15/11/2021,Poultec Training,,,,,
Achievements,101835,41338,Poultry Welfare Short Course,,07/12/2016,07/12/2016,07/12/2021,Poultec Training,,,,,
Achievements,101836,41335,Health & Safety Short Course,,14/11/2016,14/11/2016,14/11/2021,Poultec Training,,,,,
Achievements,94678,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94678,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94678,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94678,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94678,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94678,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,18/05/2006,18/03/2010,,Khon Kaen University,,,,,
Achievements,94679,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94679,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94679,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94679,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94679,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94679,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,07/05/1981,07/05/1981,,0,,,,,
Achievements,106423,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106423,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106423,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106423,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106423,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,106423,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,01/06/2011,10/05/2015,,Rajamangala University of Technology,,,,,
Achievements,94680,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94680,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94680,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94680,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94680,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94680,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,27/05/2012,27/05/2012,,Silpakorn University,,,,,
Achievements,94977,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94977,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94977,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94977,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2023,Thai Poultry Veterinary Association,,,,,
Achievements,94977,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94977,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,16/05/2005,16/09/2009,,Suranaree University of Technology,,,,,
Achievements,94685,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94685,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94685,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94685,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94685,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94685,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,05/06/2006,31/10/2008,,King Mongkut's Institute of Technology,,,,,
Achievements,94687,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94687,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94687,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94687,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94687,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94687,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,15/05/2011,15/05/2011,,0,,,,,
Achievements,94688,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94688,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94688,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94688,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94688,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94688,,Bachelor of Technology in Industrial Technology,,30/05/2010,31/05/2012,,King Mongkut's University of Technology,,,,,
Achievements,94689,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94689,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94689,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94689,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94689,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94689,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,23/05/2008,21/04/2010,,Maejo University,,,,,
Achievements,94690,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94690,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94690,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94690,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94690,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94690,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,01/06/2009,14/06/2011,,Rajamangala University of Technology,,,,,
Achievements,94692,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94692,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94692,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94692,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94692,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94692,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,28/03/1991,28/03/1991,,0,,,,,
Achievements,94696,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94696,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94696,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94696,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94696,41341,First Aid Qualification,,07/12/2017,07/12/2017,07/12/2022,Thai Red Cross,,,,,
Achievements,94696,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,03/06/2006,06/05/2010,,Ubon Ratchathani University,,,,,
Achievements,105898,41336,Hygiene & Biosecurity Short Course,,09/06/2017,09/06/2017,09/06/2022,WFT Academy,,,,,
Achievements,105898,41338,Poultry Welfare Short Course,,09/06/2017,09/06/2017,09/06/2022,WFT Academy,,,,,
Achievements,94713,41336,Hygiene & Biosecurity Short Course,,26/06/2014,26/06/2014,26/06/2019,WFT Academy,,,,,
Achievements,94713,41338,Poultry Welfare Short Course,,26/06/2014,26/06/2014,26/06/2019,WFT Academy,,,,,
Achievements,100186,41336,Hygiene & Biosecurity Short Course,,30/06/2016,30/06/2016,30/06/2021,WFT Academy,,,,,
Achievements,100186,41338,Poultry Welfare Short Course,,30/06/2016,30/06/2016,30/06/2021,WFT Academy,,,,,
Achievements,109746,41336,Hygiene & Biosecurity Short Course,,07/09/2018,07/09/2018,07/09/2023,GT Training,,,,,
Achievements,109746,41338,Poultry Welfare Short Course,,07/09/2018,07/09/2018,07/09/2023,GT Training,,,,,
Achievements,94707,41336,Hygiene & Biosecurity Short Course,,26/06/2014,26/06/2014,26/06/2019,WFT Academy,,,,,
Achievements,94707,41338,Poultry Welfare Short Course,,17/09/2018,17/09/2018,17/09/2023,GT Training,,,,,
Achievements,94708,41336,Hygiene & Biosecurity Short Course,,26/06/2014,26/06/2014,26/06/2019,WFT Academy,,,,,
Achievements,94708,41338,Poultry Welfare Short Course,,17/09/2018,17/09/2018,17/09/2023,GT Training,,,,,
Achievements,100202,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100202,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100203,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100203,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100204,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100204,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100205,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100205,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100206,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100206,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100208,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100208,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100209,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100209,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100210,41336,Hygiene & Biosecurity Short Course,,30/06/2016,30/06/2016,30/06/2021,WFT Academy,,,,,
Achievements,100210,41338,Poultry Welfare Short Course,,30/06/2016,30/06/2016,30/06/2021,WFT Academy,,,,,
Achievements,94709,41336,Hygiene & Biosecurity Short Course,,26/06/2014,26/06/2014,26/06/2019,WFT Academy,,,,,
Achievements,94709,41338,Poultry Welfare Short Course,,03/09/2018,03/09/2018,03/09/2023,GT Training,,,,,
Achievements,94711,41338,Poultry Welfare Short Course,,03/09/2018,03/09/2018,03/09/2023,GT Training,,,,,
Achievements,100211,41336,Hygiene & Biosecurity Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100211,41338,Poultry Welfare Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100214,41336,Hygiene & Biosecurity Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100214,41338,Poultry Welfare Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100216,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100216,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100217,41336,Hygiene & Biosecurity Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100217,41338,Poultry Welfare Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100218,41336,Hygiene & Biosecurity Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100218,41338,Poultry Welfare Short Course,,29/06/2016,29/06/2016,29/06/2021,WFT Academy,,,,,
Achievements,100220,41336,Hygiene & Biosecurity Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100220,41338,Poultry Welfare Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100222,41336,Hygiene & Biosecurity Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100222,41338,Poultry Welfare Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100224,41336,Hygiene & Biosecurity Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,100224,41338,Poultry Welfare Short Course,,28/06/2016,28/06/2016,28/06/2021,WFT Academy,,,,,
Achievements,105901,41336,Hygiene & Biosecurity Short Course,,09/06/2017,09/06/2017,09/06/2022,WFT Academy,,,,,
Achievements,105901,41338,Poultry Welfare Short Course,,09/06/2017,09/06/2017,09/06/2022,WFT Academy,,,,,
Achievements,110550,41336,Hygiene & Biosecurity Short Course,,28/09/2018,28/09/2018,28/09/2023,GT Training,,,,,
Achievements,110550,41338,Poultry Welfare Short Course,,28/09/2018,28/09/2018,28/09/2023,GT Training,,,,,
Achievements,94714,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94714,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94714,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94714,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94714,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94714,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,12/03/2010,12/03/2010,,Maejo University,,,,,
Achievements,94714,,HACCP & GMP Awareness and Interpretation,,14/03/2013,14/03/2013,14/03/2018,ISET Training,,,,,
Achievements,94714,,ISO 9001:2008,,16/02/2012,16/02/2012,16/02/2017,Department of Skill Development,,,,,
Achievements,94714,,Pest Control and Pesticide Safety,,17/05/2016,17/05/2016,17/05/2021,Department of Health,,,,,
Achievements,94714,,Compartment Management of Broiler Breeder Chicken Farm for Agriculturist,,14/05/2012,14/05/2012,14/05/2017,Department of Livestock Developement,,,,,
Achievements,94714,,Safety Officer at Supervisor Level,,31/05/2011,31/05/2011,31/05/2016,CPF Training Center,,,,,
Achievements,94714,,GAP of Broiler Breeder Chicken Farm for Agriculturist,,28/01/2011,28/01/2011,28/01/2016,Department of Livestock Development,,,,,
Achievements,94715,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94715,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94715,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94715,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94715,41341,First Aid Qualification,,18/11/2016,18/11/2016,18/11/2021,Bangkok Ratchasima Hospital,,,,,
Achievements,94715,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,20/05/2014,20/05/2014,,Rajamangala University of Technology,,,,,
Achievements,94715,,Pest Control and Pesticide Safety,,17/05/2016,17/05/2016,17/05/2021,Department of Health,,,,,
Achievements,94716,41335,Health & Safety Short Course,,26/10/2016,26/10/2016,26/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94716,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94716,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94716,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94716,41341,First Aid Qualification,,18/11/2016,18/11/2016,18/11/2021,Bangkok Ratchasima Hospital,,,,,
Achievements,94716,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,07/06/2013,07/06/2013,,Mahasarakham University,,,,,
Achievements,94716,,Compartment Management of Hatchery for Agriculturist,,28/03/2016,28/03/2016,28/03/2021,Department of Livestock Development,,,,,
Achievements,94716,,Pest Control,,07/04/2016,07/04/2016,07/04/2021,Department of Health,,,,,
Achievements,94718,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94718,41336,Hygiene & Biosecurity Short Course,,08/04/2015,08/04/2015,08/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94718,41337,Manual Handling Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94718,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94718,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94718,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,17/03/2011,17/03/2011,,Khon Kean University,,,,,
Achievements,94718,,Pest Control and Pesticide Safety,,15/02/2016,15/02/2016,15/02/2021,Department of Pest Management,,,,,
Achievements,94718,,Hazard Analysis and Critical Control Point: HACCP,,21/11/2012,21/11/2012,21/11/2017,Quality Standard System Centre,,,,,
Achievements,94718,,Upgrading Training Course in ISO 9001:2008,,31/01/2012,31/01/2012,31/01/2017,Department of Skill Development,,,,,
Achievements,94718,,Compartment Management of Broiler Breeder Chicken Farm for Agriculturist,,26/03/2012,26/03/2012,26/03/2017,Department of Livestock Development,,,,,
Achievements,94718,,Safety Officer at Supervisor Level,,17/08/2012,17/08/2012,17/08/2017,CPF Training Centre,,,,,
Achievements,94720,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94720,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94720,41337,Manual Handling Short Course,,29/08/2015,29/08/2015,29/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94720,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94720,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,07/06/2010,07/06/2010,,Nakhonphanom University,,,,,
Achievements,106334,41335,Health & Safety Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106334,41336,Hygiene & Biosecurity Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106334,41337,Manual Handling Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106334,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,106334,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,17/05/2018,17/05/2018,,Chiangmai University,,,,,
Achievements,94722,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94722,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94722,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94722,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94722,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94722,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,26/10/2011,26/10/2011,,Sukhothai Thammathirat Open University,,,,,
Achievements,94722,,Pest Control and Pesticide Safety,,17/05/2016,17/05/2016,17/05/2021,Department of Health,,,,,
Achievements,94722,,Compatment Management of Broiler Breeder Chicken Farm for Agriculturist,,24/01/2013,24/01/2013,24/01/2018,Department of Livestock Development,,,,,
Achievements,105618,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,26/12/2014,26/12/2014,,Maejo University,,,,,
Achievements,94724,,Internal Audit HACCP,,29/06/2006,29/06/2006,29/06/2011,CPF Training Center,,,,,
Achievements,94724,,Transition to ISO 9001 Version 2008,,14/09/2009,14/09/2009,14/09/2014,Quality Standard System Centre,,,,,
Achievements,94724,,ISO 9001:2008 Internal Auditor Training Course,,15/10/2009,15/10/2009,15/10/2014,Moody International,,,,,
Achievements,94724,,Compartment Management of Broiler Breeder Chicken Farm for Agriculturist,,14/05/2012,14/05/2012,14/05/2017,Department of Livestock Development,,,,,
Achievements,94724,,GAP of Broiler Breeder Chicken Farm for Agriculturist,,19/11/2003,19/11/2003,19/11/2008,Department of Livestock Development,,,,,
Achievements,94724,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94724,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94724,41338,Poultry Welfare Short Course,,07/04/2015,07/04/2015,07/04/2020,Animal Welfare Training,,,,,
Achievements,94724,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2017,Bangkok Ratchasima Hospital,,,,,
Achievements,94724,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,05/04/1994,05/04/1994,,Maejo University,,,,,
Achievements,94724,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94724,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94724,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94724,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94724,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
Achievements,94724,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,05/04/1994,05/04/1994,,Maejo University,,,,,
Achievements,94728,41335,Health & Safety Short Course,,25/10/2016,25/10/2016,25/10/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94728,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94728,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94728,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94728,41341,First Aid Qualification,,18/11/2016,18/11/2016,18/11/2021,Bangkok Ratchasima Hospital,,,,,
Achievements,94728,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,21/05/2012,21/05/2012,,Pibulsongkram Rajabhat University,,,,,
Achievements,105619,41335,Health & Safety Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105619,41336,Hygiene & Biosecurity Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105619,41337,Manual Handling Short Course,,11/10/2018,11/10/2018,11/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105619,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,Thai Poultry Veterinary Association,,,,,
Achievements,105619,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,08/09/2016,08/09/2016,,Khon Kean University,,,,,
Achievements,94729,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,94729,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94729,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94729,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,94729,41341,First Aid Qualification,,15/12/2014,15/12/2014,15/12/2019,Bangkok Ratchasima Hospital,,,,,
