Type,LegacyUserID,LegacyUnitID,ResultTitle,SelfAssessmentDate,StartDate,EndDate,ExpiryDate,Where,Points,EndorsedDate,EndorsedStatus,Comments,Files
Achievements,111860,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,111860,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,111860,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106201,41336,Hygiene & Biosecurity Short Course,,20/10/2017,20/10/2017,20/10/2022,WFT Academy,,,,,
Achievements,106201,41338,Poultry Welfare Short Course,,20/10/2017,20/10/2017,20/10/2022,WFT Academy,,,,,
Achievements,106202,41336,Hygiene & Biosecurity Short Course,,20/10/2017,20/10/2017,20/10/2022,WFT Academy,,,,,
Achievements,106202,41338,Poultry Welfare Short Course,,20/10/2017,20/10/2017,20/10/2022,WFT Academy,,,,,
Achievements,106203,41336,Hygiene & Biosecurity Short Course,,20/10/2017,20/10/2017,20/10/2022,WFT Academy,,,,,
Achievements,106203,41338,Poultry Welfare Short Course,,20/10/2017,20/10/2017,20/10/2022,WFT Academy,,,,,
Achievements,108339,41336,Hygiene & Biosecurity Short Course,,28/03/2018,28/03/2018,28/03/2023,WFT Academy,,,,,
Achievements,108339,41338,Poultry Welfare Short Course,,28/03/2018,28/03/2018,28/03/2023,WFT Academy,,,,,
Achievements,108340,41336,Hygiene & Biosecurity Short Course,,28/03/2018,28/03/2018,28/03/2023,WFT Academy,,,,,
Achievements,108340,41338,Poultry Welfare Short Course,,28/03/2018,28/03/2018,28/03/2023,WFT Academy,,,,,
Achievements,108341,41336,Hygiene & Biosecurity Short Course,,28/03/2018,28/03/2018,28/03/2023,WFT Academy,,,,,
Achievements,108341,41338,Poultry Welfare Short Course,,28/03/2018,28/03/2018,28/03/2023,WFT Academy,,,,,
Achievements,106439,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106439,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106439,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106439,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106439,41341,First Aid Qualification,,12/06/2018,12/06/2018,12/06/2023,Hospital Chokchai,,,,,
Achievements,106439,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,10/08/2016,10/08/2016,,Ubon Ratchathani University Council,,,,,
Achievements,95872,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95872,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95872,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95872,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,106922,41336,Hygiene & Biosecurity Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,106922,41338,Poultry Welfare Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110570,41336,Hygiene & Biosecurity Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110570,41338,Poultry Welfare Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110571,41336,Hygiene & Biosecurity Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110571,41338,Poultry Welfare Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,106923,41336,Hygiene & Biosecurity Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,106923,41338,Poultry Welfare Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110572,41336,Hygiene & Biosecurity Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110572,41338,Poultry Welfare Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110573,41336,Hygiene & Biosecurity Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,110573,41338,Poultry Welfare Short Course,,19/09/2018,19/09/2018,19/09/2023,GT Training,,,,,
Achievements,94878,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,94878,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,94878,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,94878,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95649,41335,Health & Safety Short Course,,29/09/2016,29/09/2016,29/09/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95649,41336,Hygiene & Biosecurity Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95649,41337,Manual Handling Short Course,,29/04/2015,29/04/2015,29/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95649,41338,Poultry Welfare Short Course,,28/04/2015,28/04/2015,28/04/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109670,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,109670,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,109670,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,109670,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96343,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96343,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96343,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109899,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109899,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109899,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109900,41336,Hygiene & Biosecurity Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109900,41337,Manual Handling Short Course,,18/09/2015,18/09/2015,18/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,109900,41338,Poultry Welfare Short Course,,17/09/2015,17/09/2015,17/09/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95265,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95265,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95265,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95265,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95266,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95266,41336,Hygiene & Biosecurity Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95266,41337,Manual Handling Short Course,,25/03/2015,25/03/2015,25/03/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95266,41338,Poultry Welfare Short Course,,24/03/2015,24/03/2015,24/03/2019,Thai Poultry Veterinary Association,,,,,
Achievements,96151,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96151,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96151,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96151,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105845,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105845,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105845,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,105845,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95673,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95674,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95674,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95674,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95674,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95359,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95359,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95359,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95270,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95270,41336,Hygiene & Biosecurity Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95270,41337,Manual Handling Short Course,,28/08/2015,28/08/2015,28/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95270,41338,Poultry Welfare Short Course,,27/08/2015,27/08/2015,27/08/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95272,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95272,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95272,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95272,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95273,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95273,41336,Hygiene & Biosecurity Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95273,41337,Manual Handling Short Course,,26/07/2017,26/07/2017,26/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95273,41338,Poultry Welfare Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,95274,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95275,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96130,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96130,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96130,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96130,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95677,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95677,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95677,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,95677,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96353,41335,Health & Safety Short Course,,27/07/2017,27/07/2017,27/07/2022,Thai Poultry Veterinary Association,,,,,
Achievements,96117,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96117,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96117,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96117,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96286,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96286,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,30/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96286,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,96286,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95675,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95675,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95675,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,95675,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,110406,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,110406,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,110406,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,110406,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,110406,41341,First Aid Qualification,,21/02/2018,21/02/2018,21/02/2023,Thai Red Cross,,,,,
Achievements,110406,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,04/06/2007,30/10/2009,,King Mongkut's Institute of Technology,,,,,
Achievements,110408,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,110408,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,110408,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,110408,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,110408,41341,First Aid Qualification,,21/02/2018,21/02/2018,21/02/2023,Thai Red Cross,,,,,
Achievements,110408,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,11/04/2006,25/05/2008,,Rajamangala University of Technology,,,,,
Achievements,101983,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,101983,41336,Hygiene & Biosecurity Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,101983,41337,Manual Handling Short Course,,13/11/2015,13/11/2015,13/11/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,101983,41338,Poultry Welfare Short Course,,12/11/2015,12/11/2015,12/11/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,101983,41341,First Aid Qualification,,21/02/2018,21/02/2018,21/02/2023,Thai Red Cross,,,,,
Achievements,101983,,Degree (MBA) in Marketing,,01/04/2007,28/05/2007,,National Institute of Developement Administration,,,,,
Achievements,96035,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,96035,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,96035,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,96035,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,96035,41341,First Aid Qualification,,21/02/2018,21/02/2018,21/02/2023,Thai Red Cross,,,,,
Achievements,96035,,Master of Education Education Administration,,09/06/2007,26/10/2009,,Vongchavalitkul University,,,,,
Achievements,110412,41335,Health & Safety Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110412,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110412,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110412,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110412,41341,First Aid Qualification,,22/02/2018,22/02/2018,22/02/2023,Thai Red Cross,,,,,
Achievements,110412,41342,Level 3 Diploma in Work-based Agriculture or Equivalent,,01/06/2013,26/05/2017,,Rajamangala University of Technology,,,,,
Achievements,96058,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,96058,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,96058,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,96058,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Association,,,,,
Achievements,96058,41341,First Aid Qualification,,22/02/2018,22/02/2018,22/02/2023,Thai Red Cross,,,,,
Achievements,96058,,Degree in Marketing,,16/05/2006,13/06/2008,,Ramkhanang University,,,,,
Achievements,110418,41335,Health & Safety Short Course,,24/11/2016,24/11/2016,24/11/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,110418,41336,Hygiene & Biosecurity Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110418,41337,Manual Handling Short Course,,24/11/2017,24/11/2017,24/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110418,41338,Poultry Welfare Short Course,,23/11/2017,23/11/2017,23/11/2022,Thai Poultry Veterinary Associtation,,,,,
Achievements,110418,41341,First Aid Qualification,,22/02/2018,22/02/2018,22/02/2023,Thai Red Cross,,,,,
Achievements,110418,,Bachelor of Science in Technical Education - Mechanical Engineering,,05/06/2006,04/05/2008,,Rajamangala University of Technology,,,,,
Achievements,101984,41335,Health & Safety Short Course,,25/11/2016,25/11/2016,25/11/2021,Thai Poultry Veterinary Associtation,,,,,
Achievements,101984,41336,Hygiene & Biosecurity Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,101984,41337,Manual Handling Short Course,,08/07/2015,08/07/2015,08/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,101984,41338,Poultry Welfare Short Course,,07/07/2015,07/07/2015,07/07/2020,Thai Poultry Veterinary Associtation,,,,,
Achievements,101984,41341,First Aid Qualification,,22/02/2018,22/02/2018,22/02/2023,Thai Red Cross,,,,,
Achievements,101984,,Industrial Engineering,,29/03/1984,29/03/1984,,Lawoe Technological College,,,,,
Achievements,105863,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,105863,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,105863,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,105864,41336,Hygiene & Biosecurity Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,105864,41337,Manual Handling Short Course,,31/03/2016,31/03/2016,31/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,105864,41338,Poultry Welfare Short Course,,30/03/2016,30/03/2016,30/03/2021,Thai Poultry Veterinary Association,,,,,
Achievements,110899,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110899,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110900,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110900,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110901,41336,Hygiene & Biosecurity Short Course,,05/02/2019,05/02/2019,05/02/2024,St Davids Poultry Team,,,,,
Achievements,110901,41337,Manual Handling Short Course,,22/11/2018,22/11/2018,22/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110901,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110901,41341,First Aid Qualification,,23/10/2018,23/10/2018,23/10/2023,Safety Ireland First Response,,,,,
Achievements,110902,41337,Manual Handling Short Course,,31/10/2018,31/10/2018,31/10/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110902,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110903,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110903,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110904,41337,Manual Handling Short Course,,31/10/2018,31/10/2018,31/10/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110904,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110905,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110905,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110906,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110906,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110907,41337,Manual Handling Short Course,,31/10/2018,31/10/2018,31/10/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110907,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110908,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110908,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110909,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110910,41336,Hygiene & Biosecurity Short Course,,28/01/2019,28/01/2019,28/01/2024,St Davids Poultry Team,,,,,
Achievements,110910,41337,Manual Handling Short Course,,22/11/2018,22/11/2018,22/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110910,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110910,41341,First Aid Qualification,,23/10/2018,23/10/2018,23/10/2023,Safety Ireland First Response,,,,,
Achievements,110911,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110911,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110912,41337,Manual Handling Short Course,,06/11/2018,06/11/2018,06/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110912,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110913,41337,Manual Handling Short Course,,31/10/2018,31/10/2018,31/10/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110913,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110914,41337,Manual Handling Short Course,,31/10/2018,31/10/2018,31/10/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110914,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110915,41337,Manual Handling Short Course,,31/10/2018,31/10/2018,31/10/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110915,41338,Poultry Welfare Short Course,,10/10/2018,10/10/2018,10/10/2023,St Davids Poultry Team,,,,,
Achievements,110110,41336,Hygiene & Biosecurity Short Course,,28/01/2019,28/01/2019,28/01/2024,St Davids Poultry Team,,,,,
Achievements,110110,41337,Manual Handling Short Course,,08/11/2018,08/11/2018,08/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110110,41338,Poultry Welfare Short Course,,31/05/2018,31/05/2018,31/05/2023,St Davids Poultry Team,,,,,
Achievements,110110,41341,First Aid Qualification,,12/09/2018,12/09/2018,12/09/2020,Safety Ireland First Response Training Institute,,,,,
Achievements,110111,41336,Hygiene & Biosecurity Short Course,,05/02/2019,05/02/2019,05/02/2024,St Davids Poultry Team,,,,,
Achievements,110111,41337,Manual Handling Short Course,,07/11/2018,07/11/2018,07/11/2023,Kelly Agri & Safety Consultants,,,,,
Achievements,110111,41338,Poultry Welfare Short Course,,30/05/2018,30/05/2018,30/05/2023,St Davids Poultry Team,,,,,
Achievements,110111,41341,First Aid Qualification,,11/09/2018,11/09/2018,11/09/2020,Safety Ireland First Response Training Institute,,,,,
